label,molecule
699.0,CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=CC=C(N(CC)CC)C=C5O)=[O+]2
630.0,CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=CC6=C(C=C(N(CC)CC)C=C6)OC5=O)=[O+]2
652.0,CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C=C/C5=CC6=C(C=C(N(CC)CC)C=C6)OC5=O)=[O+]2
680.0,CC/[N+](CC)=C(C=C/1)/C=CC1=C\C=C(C=C2C3=C(C(O)=O)C=CC=C3)/OC4=C2C=C5C6=C4CCCN6CCC5
666.0,CCN(CC)C1=CC(O/C(C=C2C3=C(C(O)=O)C=CC=C3)=C\C=C4C=C/C(C=C\4)=[N+](CC)\CC)=C2C=C1
630.0,CCN(CC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C4=CC5=C(C=C(N(CC)CC)C=C5)OC4=O)C3=C2C6=C(C(O)=O)C=CC=C6)=C1
652.0,CCN(CC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C=C/C4=CC5=C(C=C(N(CC)CC)C=C5)OC4=O)C3=C2C6=C(C(O)=O)C=CC=C6)=C1
682.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
694.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
688.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
684.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
691.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
694.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
687.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
684.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
691.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
696.0,CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O
640.0,CC/[N+](CC)=C1C=CC2=C(C(F)(F)F)C3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1.O=Cl(=O)([O-])=O
640.0,CC/[N+](CC)=C1C=CC2=C(C(F)(F)F)C3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1.O=Cl(=O)([O-])=O
606.0,CC[N+](C1=CC=CC=C1S2)=C3C2=CC4=CC(C(C5=CC=CC=C5C(O)=O)=CC(N(CC)CC)=C6)=C6OC4=C3
698.0,CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C(P4(OCC)=O)=CC3=[N+](C)\C)C4=C1
700.0,O=P1([O-])C2=C3C4=[N+](CCC3)CCCC4=CC2=C(C5=CC=CC=C5C)C6=CC7=C(N(CCC8)CCC7)C8=C61
744.0,O=P1(OCC)C2=C3C4=[N+](CCC3)CCCC4=CC2=C(C5=CC=CC=C5C)C6=CC7=C(N(CCC8)CCC7)C8=C61
694.0,O=P(C1=CC(N(CC)CC)=CC=C1C(C2=CC=CC=C2)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC
694.0,O=P(C1=CC(N(CC)CC)=CC=C1C(C2=CC=CC=C2C)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC
696.0,O=P(C1=CC(N(CC)CC)=CC=C1C(C2=C(C)C=C(C)C=C2C)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC
703.0,CN(C)C1=CC=C(C(C2=CC=CC=C2)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1
703.0,CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1
707.0,CN(C)C1=CC=C(C(C2=CC=CC=C2OC)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1
704.0,CN(C)C1=CC=C(C(C2=C(C)C=CC=C2C)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1
710.0,CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2OC)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1
700.0,CCN(CC)C1=CC=C(C=C2C(O3)=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCC2)C3=C1
688.0,CCNC1=C(C)C=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC=C6)=C6C5(C)C)CCC3)C4=C1
708.0,CCNC1=C(C)C=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC6=C7C=CC=C6)=C7C5(C)C)CCC3)C4=C1
700.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC=C6)=C6C5(C)C)CCC3)C4=C1
720.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC6=C7C=CC=C6)=C7C5(C)C)CCC3)C4=C1
710.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](CC)C(C=CC=C6)=C6C5(C)C)CCC3)C4=C1
728.0,C[N+](C(C=CC1=C2C=CC=C1)=C2C3(C)C)=C3/C=C/C4=C5C(CCC4)=C(C6=CC=CC=C6C(O)=O)C7=CC8=C(N(CCC8)CCC9)C9=C7O5
720.0,CCN(CC)C1=CC=C(C(/C=C2C(C)(C)C(C=CC=C3)=C3N\2CC)=C4C(O5)=C(/C=C/C6=[N+](CC)C(C=CC=C7)=C7C6(C)C)CCC4)C5=C1
710.0,CCNC1=C(C)C=C(C(/C=C2C(C)(C)C(C=CC=C3)=C3N\2CC)=C4C(O5)=C(/C=C/C6=[N+](CC)C(C=CC=C7)=C7C6(C)C)CCC4)C5=C1
712.0,CCNC1=CC=C(C(/C=C2C(C)(C)C(C=CC=C3)=C3N\2CC)=C4C(O5)=C(/C=C/C6=[N+](CC)C(C=CC=C7)=C7C6(C)C)CCC4)C5=C1
724.0,CC1(C)C2=C(C=CC=C2)[N+](CC)=C1/C=C/C3=C4C(CCC3)=C(/C=C5C(C)(C)C(C=CC=C6)=C6N\5CC)C7=CC8=C(N9CCC8)C(CCC9)=C7O4
651.0,CCN(CC)C1=CC=C(C(/C=C/C=C2C(C)(C)C(C=CC=C3)=C3N\2C)=C(C=CC(N(CC)CC)=C4)C4=[O+]5)C5=C1
684.0,CCN(CC)C1=CC=C(C(/C=C/C=C2C=CC3=CC=CC=C3N\2C)=C(C=CC(N(CC)CC)=C4)C4=[O+]5)C5=C1
670.0,CCN(CCC1)C2=C1C=C(C(C3=CC=CC=C3C(O)=O)=C4C(C5(C)C)=CC6=[N+](CC)CCCC6=C4)C5=C2
691.0,C[Si]1(C)C2=CC3=[N+](C)CCC3=CC2=C(C4=CC=CC=C4C)C5=CC6=C(N(C)CC6)C=C51
712.0,CN(C(C)(C)C=C1C)C2=C1C=C(C(C3=CC=CC=C3C)=C4C([Si]5(C)C)=CC6=[N+](C)C(C)(C)C=C(C)C6=C4)C5=C2
698.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=CC=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-]
701.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O
699.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(CC)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-]
730.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3C)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-]
700.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=C(C)C=C3C)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-]
693.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C(C)(C)C)=O.[Cl-]
697.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3OC)C4=CC=C(N(C)C)C=C4P2(C(C)(C)C)=O
699.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-]
699.0,O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7.[Cl-]
708.0,O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7.[Cl-]
706.0,C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C(F)(F)F)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O
710.0,O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7.[Cl-]
718.0,O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7.[Cl-]
703.0,O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2C)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-]
703.0,O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2CC)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-]
713.0,O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2C(F)(F)F)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-]
706.0,O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2OC)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-]
706.0,O=P(C1=CC(N(C)C)=CC=C1C(C2=C(OC)C=CC=C2OC)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-]
695.0,CCN(CC)C1=CC=C2C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=C6N(C=CC=C6)C(C)=N5)=[O+]C2=C1.O=Cl(=O)([O-])=O
699.0,CCN(CC)C1=CC=C2C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=C6N(C=CC=C6)C(C)=N5)=[O+]C2=C1.O=Cl(=O)([O-])=O
680.0,CCN(CC)C1=CC=C2C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=C6N(C=CC=C6)C(C)=N5)=[O+]C2=C1.O=Cl(=O)([O-])=O
548.0,O=S(C1=CC=CC=C1[C+]2C3=CC=C(N4C5CCC4CC5)C=C3OC6=C2C=CC(N7C8CCC7CC8)=C6)([O-])=O
550.0,CN(C)C1=CC=C([C+](C2=CC=CC=C2S(=O)([O-])=O)C(C=CC(N(C)C)=C3)=C3O4)C4=C1
568.0,O=C(C1=CC=CC=C1C2=C(C=C3C4=C5CCCN4CCC3)C5=[O+]C6=C(CCC7)C(N7CCC8)=C8C=C62)O
567.0,O=C(C1=CC=CC=C1C2=C(C=C3C4=C5CCCN4CCC3)C5=[O+]C6=C(CCC7)C(N7CCC8)=C8C=C62)O
616.0,CN(C(C)(C)C1=C2SC3=C1C=CC=C3)C4=C2C=C(C(C5=CC=C(S(=O)([O-])=O)C=C5S(=O)(O)=O)=C6C(O7)=CC8=[N+](C)C(C)(C)C9=C(SC%10=C9C=CC=C%10)C8=C6)C7=C4
613.0,CN(C(C)(C1=CC=CC=C1)C2=C3SC4=C2C=CC=C4)C5=C3C=C(C(C6=CC=C(S(=O)(O)=O)C=C6S(=O)([O-])=O)=C7C(O8)=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(SC%12=C%11C=CC=C%12)C9=C7)C8=C5
617.0,CN(C(C)(C1=CC=CC=C1)C2=C3SC4=C2C=CC=C4)C5=C3C=C(C(C6=CC=C(S(=O)(O)=O)C=C6S(=O)([O-])=O)=C7C(O8)=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(SC%12=C%11C=CC=C%12)C9=C7)C8=C5
634.0,CN(C(C)(C1=CC=CC=C1)C2=C3C4=C(C=CC=C4)N2C)C5=C3C=C(C(C6=CC=C(S(=O)(O)=O)C=C6S(=O)([O-])=O)=C7C(O8)=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(C(C=CC=C%12)=C%12N%11C)C9=C7)C8=C5
634.0,C[Si]1(C)C2=CC(N(C)C)=CC=C2C=C3C1=C/C(C=C3)=[N+](C)/C
635.0,C[Ge]1(C)C2=CC(N(C)C)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](C)/C
674.0,C[Si]1(C)C2=CC(N(C)CCC3)=C3C=C2C(C4=C(C)C=CC=C4)=C5C1=CC6=[N+](C)CCCC6=C5
530.0,CC1=C(NCC)C=C(OC(C2=C3C4=C(C(OC)=O)C=CC=C4)=C/C(C(C)=C2)=[NH+]/CC)C3=C1
553.0,CCN(CC)C1=CC=C2C(OC(C3=C2C4=C(C([O-])=O)C=CC=C4)=C/C(C=C3)=[N+](CC)/CC)=C1
574.0,O=C(C(C=CC=C1)=C1C(C2=CC(CCC3)=C(N3CCC4)C4=C2O5)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)[O-]
577.0,CCN(CC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C4=CC=CC(Cl)=C4O)C3=C2C5=C(C(O)=O)C=CC=C5)=C1
581.0,CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1
572.0,CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1
581.0,CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1
587.0,CC/[N+](CC)=C1C=CC2=C(C3=C(C(OCC)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1
590.0,CC/[N+](CC)=C1C=CC2=C(C3=C(C(OCC)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1
588.0,CC/[N+](CC)=C1C=CC2=C(C3=C(C(OCC)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1
597.0,CC/[N+](CC)=C1C=CC2=CC3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1
588.0,CC/[N+](CC)=C1C=CC2=CC3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1
583.0,CC/[N+](CC)=C1C=CC2=CC3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1
658.0,CC/[N+](CC)=C1C=CC2=C(C(F)(F)F)C3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1
528.5,CCCN(CCC)C1=CC=C2C(OC(C(C=CC=C3)=C3C4)C4C25OC(C6=C5C=CC=C6)=O)=C1
528.0,CCCN(CCC)C1=CC=C2C(OC(C(C=C(C)C=C3)=C3C4)C4C25OC(C6=C5C=CC=C6)=O)=C1
534.5,CCCN(CCC)C1=CC=C2C(OC(C(C=C(Br)C=C3)=C3C4)C4C25OC(C6=C5C=CC=C6)=O)=C1
540.5,CCCN(CCC)C1=CC=C2C(OC(C(C=CC=C3)=C3O4)C4C25OC(C6=C5C=CC=C6)=O)=C1
532.5,O=C(C1=C2C=CC=C1)OC32C4C(C(C=CC=C5)=C5C4)OC6=CC(N(CCCC)CCCC)=CC=C63
533.0,O=C(C1=C2C=CC=C1)OC32C4C(C(C=C(C)C=C5)=C5C4)OC6=CC(N(CCCC)CCCC)=CC=C63
535.5,O=C(C1=C2C=CC=C1)OC32C4C(C(C=C(Br)C=C5)=C5C4)OC6=CC(N(CCCC)CCCC)=CC=C63
541.0,O=C(C1=C2C=CC=C1)OC32C4C(C(C=CC=C5)=C5O4)OC6=CC(N(CCCC)CCCC)=CC=C63
586.0,CN1CC2N(CCC2)C(C1=C3)=CC4=C3C(C5=C(C(O)=O)C=CC=C5)=C6C(O4)=C7C8=[N+](CCC7)CCCC8=C6
479.0,NC1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C3)C(O4)=CC3=[NH2+])C4=C1
530.0,CNC1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C(O4)=CC3=[NH+]/C)C4=C1
548.0,CN(C)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C(O4)=CC3=[N+](C)/C)C4=C1
521.0,CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)C(C=C(C)C(NCC)=C3)=C3O4)C4=C1
554.0,CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(CC)CC)C=C4OC2=C/1
549.0,O=C(C1=CC=CC=C1C(C2=CC=C(N3CCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCC\6)[O-]
553.0,O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCC\6)[O-]
560.0,O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCC\6)[O-]
560.0,O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCCC\6)[O-]
538.0,O=C(C1=CC=CC=C1C2C3=CC4=C(NCCC4)C=C3OC5=C2C=C6C(NCCC6)=C5)[O-]
580.0,O=C(C1=CC=CC=C1C2C3=CC4=C(N5CCC4)C(CCC5)=C3OC6=C2C=C7C8=C6CCCN8CCC7)[O-]
566.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)C(C=C3C4=C5CCCN4CCC3)=C5O6)C6=C1
554.0,CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)C(C=C3C4=C5CCCN4CCC3)=C5O6)C6=C1
565.0,[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC5=C(N(CC)C(CCCC6)C6N5CC)C=C4OC2=C1
570.0,CCN1C2=C(N(CC)C3C1CCCC3)C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5C)C(O6)=CC5=[NH+]\CC)C6=C2
584.0,CCN1C2=C(N(CC)C3C1CCCC3)C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C(O6)=CC5=[N+](CC)\CC)C6=C2
593.0,CCN1C2=C(N(CC)C3C1CCCC3)C=C(C(C4=CC=CC=C4C([O-])=O)=C5C(O6)=C7C8=[N+](CCC7)CCCC8=C5)C6=C2
478.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
490.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC(OC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
522.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC(O)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
557.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(C)C)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
484.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC(Cl)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
582.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC(CCC5)=C(N5CCC6)C6=C4C(C7=CC=CC=C7C(O)=O)=C3C2
564.0,NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CC)CC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
540.0,ClC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CC)CC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2
524.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC=C3)C4=[O+]5)C5=C1
550.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC(OC)=C3)C4=[O+]5)C5=C1
567.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC(O)=C3)C4=[O+]5)C5=C1
573.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CC3=C4C=CC(NCC)=C3)C4=[O+]5)C5=C1
552.0,NC1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(C=C3)C(C4(C)C)=CC3=[NH2+])C4=C1
613.0,CC(C1=CC(N2CCCC2)=CC=C1C(C3=CC=CC=C3C(O)=O)=C4C=C/5)(C)C4=CC5=[N+]6CCCC\6
634.0,CN(C)C1=CC=C(C=C(C=C/2)C(O3)=CC2=[N+](C)\C)C3=C1
621.0,CN(C)C1=CC=C(C=C(C=C/2)C([Ge]3(C)C)=CC2=[N+](C)\C)C3=C1
493.0,CN(C)C1=CC=C(C=C(C=C/2)C(N3)=CC2=[N+](C)\C)C3=C1
570.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C=C4)C3=[O+]5)C5=C1
577.0,CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C(CCC/C3=C\C4=CC=C(O)C(Cl)=C4)C3=[O+]5)C5=C1
400.0,CC1(C)C2=C(C=CC=C2)[N+](CCCCS(=O)([O-])=O)=C1/C=C/C3=CC=C(OC4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4)C(/C=C/C5=[N+](CCCCS(=O)([O-])=O)C6=C(C=CC=C6)C5(C)C)=C3
475.0,CC1(C)C2=C(C=CC=C2)N(CCCCS(=O)([O-])=O)/C1=C/C=C(C=C3/C=C/C4=[N+](CCCCS(=O)([O-])=O)C5=C(C=CC=C5)C4(C)C)\C=CC3=O
530.0,CCN1/C(C(C)(C)C2=C1C=CC=C2)=C/C=C3CCC/C(C\3=O)=C\C=C4N(CC)C(C=CC=C5)=C5C\4(C)C
535.0,CC1(C)C(/C=C/C=C2C(CC)C(C=CC=C3)=C3C/2(C)C)N(CC)C4=C1C=CC=C4
635.0,CC1(C)C(/C=C/C=C/C=C2N(C)C(C=CC=C3)=C3C/2(C)C)N(C)C4=C1C=CC=C4
675.0,CC1(C)C(/C=C/C=C/C=C2N(C)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)N(C)C5=C1C(C=CC=C6)=C6C=C5
637.0,C[N+]1=C(C(C)(C)C2=C1C=CC=C2)/C=C/C=C/C=C3N(C)C(C=CC=C4)=C4C/3(C)C
638.0,CC1(C2=C(N/C1=C/C=C/C=C/C3=[NH+]C4=C(C(C)3C)C=C(S(=O)([O-])=O)C=C4)C=CC(S(=O)(O)=O)=C2)C
642.0,CC1(C2=C(N/C1=C/C=C(Cl)/C=C/C3=[NH+]C4=C(C(C)3C)C=C(S(=O)([O-])=O)C=C4)C=CC(S(=O)(O)=O)=C2)C.[Br]
639.0,CC1(C2=C(N/C1=C/C=C(Br)/C=C/C3=[NH+]C4=C(C(C)3C)C=C(S(=O)([O-])=O)C=C4)C=CC(S(=O)(O)=O)=C2)C
645.0,CC1(C)/C(NC2=C1C=C(CC([O-])=O)C=C2)=C\C=C\C=C\C3=[N+](CC)C(C=CC(S(=O)([O-])=O)=C4)=C4C3(C)C
480.0,CC1(C)C(/C=C/C=C/C=C2N(CC)C(C=CC(S(=O)([O-])=O)=C3)=C3C/2(C)C)=NC4=C1C=C(CC([O-])=O)C=C4
506.0,CC1(C)C2=C(C=CC(S(=O)([O-])=O)=C2)N(CCCCCC([O-])=O)/C1=C/C=C(Cl)/C=C/C3=NC4=C(C=C([S+]([O])([O-])=O)C=C4)C3(C)C
390.0,CC1(C)C2=C(C=CC=C2)[N+](CCCCS(=O)([O-])=O)=C1/C=C/C3=CC=C(OS(C4=CC=C([N+]([O-])=O)C=C4[N+]([O-])=O)(=O)=O)C(/C=C/C5=[N+](CCCCS(=O)([O-])=O)C6=C(C=CC=C6)C5(C)C)=C3
786.0,ClC1=C(/C=C/[N+]2=C(CC3=CC=C(C(O)=O)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C(C(O)=O)C=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-]
782.0,ClC1=C(/C=C/[N+]2=C(CCCCCC(O)=O)C3=C(C=CC=C3)C2(C)C)CCC/C1=C\C=C4N(CCCCCC(O)=O)C(C=CC=C5)=C5C\4(C)C.[Br-]
785.0,ClC1=C(/C=C/[N+]2=C(CC3=CC=C(C)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C(C)C=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-]
784.0,ClC1=C(/C=C/[N+]2=C(CC3=CC=C(F)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C(F)C=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-]
785.0,ClC1=C(/C=C/[N+]2=C(CC3=CC=C([N+]([O-])=O)C=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=C([N+]([O-])=O)C=C6)C(C=CC=C7)=C7C\5(C)C.[Br-]
784.0,ClC1=C(/C=C/[N+]2=C(CC3=CC=CC=C3)C4=C(C=CC=C4)C2(C)C)CCC/C1=C\C=C5N(CC6=CC=CC=C6)C(C=CC=C7)=C7C\5(C)C.[Cl-]
680.0,CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCCNC(C5=CC(C(CCS(=O)(O)=O)CCS(=O)([O-])=O)=CC(NCCS(=O)(O)=O)=C5)=O)C6=C1C(C=CC=C7)=C7C=C6
688.0,CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCS(=O)([O-])=O)C5=C1C(C=CC=C6)=C6C=C5
688.0,CC1(C)C(/C=C/C=C/C=C2N(CCCCCC(O)=O)C(C=CC3=C4C=CC=C3)=C4C/2(C)C)=[N+](CCCCNC(C5=CC(N(CCS(=O)(O)=O)CCS(=O)([O-])=O)=CC(NCCS(=O)(O)=O)=C5)=O)C6=C1C(C=CC=C7)=C7C=C6
