molecule,solvent,label
F[B-]([N+]1=C(C(C=CC=C2)=C2CC3)C3=C(C)C1=C4C5=CC=C(I)C=C5)(F)N6C4=C(C)C7=C6C8=C(C=CC=C8)CC7,ClC(Cl)Cl,619.0
F[B-]([N+]1=C(/C=C/C2=CC=CC=C2)C=CC1=C3C4=CC=CC=C4)(F)N5C3=CC=C5/C=C/C6=CC=CC=C6,CC#N,633.0
F[B-]([N+]1=C(C#CC2=CC=CC=C2)C=CC1=C3C4=CC=CC=C4)(F)N5C3=CC=C5C#CC6=CC=CC=C6,CO,605.0
F[B-]([N+]1=C(/C=C/C=C/C(OCC)=O)C=CC1=C2C3=C(C)C=C(C)C=C3C)(F)N4C2=CC=C4/C=C/C=C/C(OCC)=O,ClCCl,641.0
F[B-]([N+]1=CC(/C=C/C=C/C(OCC)=O)=CC1=C2C3=C(C)C=C(C)C=C3C)(F)N4C2=CC(/C=C/C=C/C(OCC)=O)=C4,ClCCl,633.0
F[B-]([N+]1=C(C)C(C(C=CC=C2)=C2C3=C4C=CC=C3)=C4C1=C5C6=CC=C(N(C)C)C=C6)(F)N7C5=C(C(C=CC=C8)=C8C9=C%10C=CC=C9)C%10=C7C,CC#N,621.0
F[B-]([N+]1=C(C=C(C2=CC=CC=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=CC=C7)O6,ClC(Cl)Cl,652.0
F[B-]([N+]1=C(C=C(C2=C(OC)C=CC=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=CC=C7OC)O6,ClC(Cl)Cl,671.0
F[B-]([N+]1=C(C=C(C2=CC=C(C(C)C)C=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=C(C(C)C)C=C7)O6,ClC(Cl)Cl,662.0
F[B-]([N+]1=C(C=C(C2=C(C(C)C)C=CC=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC=CC=C7C(C)C)O6,ClC(Cl)Cl,629.0
F[B-]([N+]1=C(C=C(C2=C(OC)C=CC(OC)=C2)O3)C3=CC1=C4)(F)N5C4=CC6=C5C=C(C7=CC(OC)=CC=C7OC)O6,ClC(Cl)Cl,679.0
CC1=CC=C(C(C2=C(C)C(Cl)=C(C)N2[B-]3(F)F)=C4[N+]3=C(/C=C/C5=CC6=C(N(CC7=CN(CCC[P+](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)N=N7)C%11=C6C=CC=C%11)C=C5)C(Cl)=C4C)C=C1,CCO,612.0
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C=CC=C5)C4(C)C)CCCC3=C2C6=C(C(O)=O)C=CC=C6)=C1,CCO,688.0
CCN(CC)C1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C=CC=C5)C4(C)C)CCCC3=C2C6=C(C(O)=O)C=CC=C6)=C1,CCO,700.0
CC1(C)C(/C=C/C2=C3OC4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=C(C(O)=O)C=CC=C7)=C3CCC2)=[N+](C)C8=C1C=CC=C8,CCO,710.0
CCNC1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C)CCCC3=C2C7=C(C(O)=O)C=CC=C7)=C1,CCO,708.0
CCN(CC)C1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C)CCCC3=C2C7=C(C(O)=O)C=CC=C7)=C1,CCO,720.0
CC1(C)C(/C=C/C2=C3OC4=C5C(N(CCC5)CCC6)=C6C=C4C(C7=C(C(O)=O)C=CC=C7)=C3CCC2)=[N+](C)C8=C1C(C=CC=C9)=C9C=C8,CCO,728.0
C[Si]1(C)C2=CC(N3C)=C(CC3)C=C2C(C4=C(C)C=CC=C4)=C5C1=CC(C6=C5)=[N+](CC6)C,O,691.0
C[Si]1(C)C2=CC(N(C)C(C)(C)C=C3C)=C3C=C2C(C4=C(C)C=CC=C4)=C5C1=CC6=[N+](C)C(C)(C)C=C(C)C6=C5,O,721.0
CN(C)C1=CC=C2C([Te]C(C3=C2C4=C(C)C=CC=C4)=C/C(C=C3)=[N+](C)/C)=C1,O,600.0
CCN(C(C)=O)C1=C(C)C=C2C(OC3=C(/C=C/C4=[N+](C)C5=C(C(C=CC=C6)=C6C=C5)C4(C)C)CCCC3=C2C7=C(C(O)=O)C=CC=C7)=C1,CCO,678.0
CC(C=CC=C1)=C1C(C2=CC=C(N(C3=CC=C(OC)C=C3)C)C=C2[Si]4(C)C)=C5C4=C/C(C=C5)=[N+](C6=CC=C(OC)C=C6)\C,CCO,660.0
CC(C=CC=C1)=C1C(C2=CC=C(N3C(C=CC=C4)=C4CC3)C=C2[Si]5(C)C)=C6C5=C/C(C=C6)=[N+]7CCC8=C\7C=CC=C8,CCO,779.0
NC(C=C1)=CC=C1/C=C2C3=[O+]C4=CC(N(CCC)CCC)=CC=C4C=C3CCC/2,O,650.0
CCCN(CCC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C4=CC=C(N(C)C)C=C4)C3=C2)=C1,O,668.0
CC(C=CC=C1)=C1C(C2=CC(CC3)=C(N3C)C=C2[Si]4(C)C)=C5C4=CC(C6=C5)=[N+](CC6)C,O,691.0
CC(C=CC=C1)=C1C(C2=CC3=C(N(C(C)(C)C=C3C)C)C=C2[Si]4(C)C)=C5C4=CC(C6=C5)=[N+](C(C)(C)C=C6C)C,O,721.0
CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=CC=C(N(CC)CC)C=C5)=[O+]2,CO,663.0
CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=CC=C(N(CC)CC)C=C5O)=[O+]2,CO,699.0
CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=CC6=C(C=C(N(CC)CC)C=C6)OC5=O)=[O+]2,CO,630.0
CCN(CC)C1=CC2=C(C=C1)C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C=C/C5=CC6=C(C=C(N(CC)CC)C=C6)OC5=O)=[O+]2,CO,652.0
CC/[N+](CC)=C(C=C/1)/C=CC1=C\C=C(C=C2C3=C(C(O)=O)C=CC=C3)/OC4=C2C=C5C6=C4CCCN6CCC5,CCO,680.0
CCN(CC)C1=CC(O/C(C=C2C3=C(C(O)=O)C=CC=C3)=C\C=C4C=C/C(C=C\4)=[N+](CC)\CC)=C2C=C1,CCO,666.0
CCN(CC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C4=CC5=C(C=C(N(CC)CC)C=C5)OC4=O)C3=C2C6=C(C(O)=O)C=CC=C6)=C1,CO,630.0
CCN(CC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C=C/C4=CC5=C(C=C(N(CC)CC)C=C5)OC4=O)C3=C2C6=C(C(O)=O)C=CC=C6)=C1,CO,652.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,CC#N,682.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=CC=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,O,694.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,[H]C([H])(Cl)Cl,688.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,CC#N,684.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,CCO,691.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,O,694.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,[H]C([H])(Cl)Cl,687.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,CC#N,684.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,CCO,691.0
CP1(C2=CC(N(CC)CC)=CC=C2C(C3=C(C)C=C(C)C=C3C)=C4C1=C/C(C=C4)=[N+](CC)/CC)=O,O,696.0
CC/[N+](CC)=C1C=CC2=C(C(F)(F)F)C3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1.O=Cl(=O)([O-])=O,CCO,640.0
CC/[N+](CC)=C1C=CC2=C(C(F)(F)F)C3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1.O=Cl(=O)([O-])=O,O,640.0
CC[N+](C1=CC=CC=C1S2)=C3C2=CC4=CC(C(C5=CC=CC=C5C(O)=O)=CC(N(CC)CC)=C6)=C6OC4=C3,CCO,606.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C(P4(OCC)=O)=CC3=[N+](C)\C)C4=C1,O,698.0
O=P1([O-])C2=C3C4=[N+](CCC3)CCCC4=CC2=C(C5=CC=CC=C5C)C6=CC7=C(N(CCC8)CCC7)C8=C61,O,700.0
O=P1(OCC)C2=C3C4=[N+](CCC3)CCCC4=CC2=C(C5=CC=CC=C5C)C6=CC7=C(N(CCC8)CCC7)C8=C61,O,744.0
O=P(C1=CC(N(CC)CC)=CC=C1C(C2=CC=CC=C2)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC,O,694.0
O=P(C1=CC(N(CC)CC)=CC=C1C(C2=CC=CC=C2C)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC,O,694.0
O=P(C1=CC(N(CC)CC)=CC=C1C(C2=C(C)C=C(C)C=C2C)=C3C=C/4)(C)C3=CC4=[N+](CC)\CC,O,696.0
CN(C)C1=CC=C(C(C2=CC=CC=C2)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1,O,703.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1,O,703.0
CN(C)C1=CC=C(C(C2=CC=CC=C2OC)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1,O,707.0
CN(C)C1=CC=C(C(C2=C(C)C=CC=C2C)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1,O,704.0
CN(C)C1=CC=C(C(C2=C(OC)C=CC=C2OC)=C(C=C/3)C(S4(=O)=O)=CC3=[N+](C)\C)C4=C1,O,710.0
CCN(CC)C1=CC=C(C=C2C(O3)=C(/C=C/C4=[N+](C)C(C=CC=C5)=C5C4(C)C)CCC2)C3=C1,CO,700.0
CCNC1=C(C)C=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC=C6)=C6C5(C)C)CCC3)C4=C1,CCO,688.0
CCNC1=C(C)C=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC6=C7C=CC=C6)=C7C5(C)C)CCC3)C4=C1,CCO,708.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC=C6)=C6C5(C)C)CCC3)C4=C1,CCO,700.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](C)C(C=CC6=C7C=CC=C6)=C7C5(C)C)CCC3)C4=C1,CCO,720.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C(O)=O)=C3C(O4)=C(/C=C/C5=[N+](CC)C(C=CC=C6)=C6C5(C)C)CCC3)C4=C1,CCO,710.0
C[N+](C(C=CC1=C2C=CC=C1)=C2C3(C)C)=C3/C=C/C4=C5C(CCC4)=C(C6=CC=CC=C6C(O)=O)C7=CC8=C(N(CCC8)CCC9)C9=C7O5,CCO,728.0
CCN(CC)C1=CC=C(C(/C=C2C(C)(C)C(C=CC=C3)=C3N\2CC)=C4C(O5)=C(/C=C/C6=[N+](CC)C(C=CC=C7)=C7C6(C)C)CCC4)C5=C1,ClCCl,720.0
CCNC1=C(C)C=C(C(/C=C2C(C)(C)C(C=CC=C3)=C3N\2CC)=C4C(O5)=C(/C=C/C6=[N+](CC)C(C=CC=C7)=C7C6(C)C)CCC4)C5=C1,ClCCl,710.0
CCNC1=CC=C(C(/C=C2C(C)(C)C(C=CC=C3)=C3N\2CC)=C4C(O5)=C(/C=C/C6=[N+](CC)C(C=CC=C7)=C7C6(C)C)CCC4)C5=C1,ClCCl,712.0
CC1(C)C2=C(C=CC=C2)[N+](CC)=C1/C=C/C3=C4C(CCC3)=C(/C=C5C(C)(C)C(C=CC=C6)=C6N\5CC)C7=CC8=C(N9CCC8)C(CCC9)=C7O4,ClCCl,724.0
CCN(CC)C1=CC=C(C(/C=C/C=C2C(C)(C)C(C=CC=C3)=C3N\2C)=C(C=CC(N(CC)CC)=C4)C4=[O+]5)C5=C1,CC#N,651.0
CCN(CC)C1=CC=C(C(/C=C/C=C2C=CC3=CC=CC=C3N\2C)=C(C=CC(N(CC)CC)=C4)C4=[O+]5)C5=C1,CC#N,684.0
CCN(CCC1)C2=C1C=C(C(C3=CC=CC=C3C(O)=O)=C4C(C5(C)C)=CC6=[N+](CC)CCCC6=C4)C5=C2,CCO,670.0
C[Si]1(C)C2=CC3=[N+](C)CCC3=CC2=C(C4=CC=CC=C4C)C5=CC6=C(N(C)CC6)C=C51,O,691.0
CN(C(C)(C)C=C1C)C2=C1C=C(C(C3=CC=CC=C3C)=C4C([Si]5(C)C)=CC6=[N+](C)C(C)(C)C=C(C)C6=C4)C5=C2,O,712.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=CC=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-],O,698.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,O,701.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(CC)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-],O,699.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3C)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-],O,730.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=C(C)C=C3C)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-],O,700.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C(C)(C)C)=O.[Cl-],O,693.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(OC)C=CC=C3OC)C4=CC=C(N(C)C)C=C4P2(C(C)(C)C)=O,O,697.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O.[Cl-],O,699.0
O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7.[Cl-],O,699.0
O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7.[Cl-],O,708.0
C/[N+](C)=C1C=CC(C2=C\1)=C(C3=C(C(F)(F)F)C=CC=C3)C4=CC=C(N(C)C)C=C4P2(C5=CC=CC=C5)=O,O,706.0
O=P(C1=CC(N2CCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCC\7.[Cl-],O,710.0
O=P(C1=CC(N2CCCC2)=CC=C1C(C3=C(C(F)(F)F)C=CC=C3)=C4C=C/5)(C6=CC=CC=C6)C4=CC5=[N+]7CCCC\7.[Cl-],O,718.0
O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2C)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-],O,703.0
O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2CC)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-],O,703.0
O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2C(F)(F)F)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-],O,713.0
O=P(C1=CC(N(C)C)=CC=C1C(C2=CC=CC=C2OC)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-],O,706.0
O=P(C1=CC(N(C)C)=CC=C1C(C2=C(OC)C=CC=C2OC)=C3C=C/4)(C5=CC=CC=C5)C3=CC4=[N+]6CCCC\6.[Cl-],O,706.0
CCN(CC)C1=CC=C2C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=C6N(C=CC=C6)C(C)=N5)=[O+]C2=C1.O=Cl(=O)([O-])=O,CC#N,695.0
CCN(CC)C1=CC=C2C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=C6N(C=CC=C6)C(C)=N5)=[O+]C2=C1.O=Cl(=O)([O-])=O,ClCCl,699.0
CCN(CC)C1=CC=C2C(C3=C(C(O)=O)C=CC=C3)=C4C(/C(CCC4)=C/C5=C6N(C=CC=C6)C(C)=N5)=[O+]C2=C1.O=Cl(=O)([O-])=O,CCO,680.0
O=S(C1=CC=CC=C1[C+]2C3=CC=C(N4C5CCC4CC5)C=C3OC6=C2C=CC(N7C8CCC7CC8)=C6)([O-])=O,CO,548.0
CN(C)C1=CC=C([C+](C2=CC=CC=C2S(=O)([O-])=O)C(C=CC(N(C)C)=C3)=C3O4)C4=C1,CO,550.0
O=C(C1=CC=CC=C1C2=C(C=C3C4=C5CCCN4CCC3)C5=[O+]C6=C(CCC7)C(N7CCC8)=C8C=C62)O,CO,568.0
O=C(C1=CC=CC=C1C2=C(C=C3C4=C5CCCN4CCC3)C5=[O+]C6=C(CCC7)C(N7CCC8)=C8C=C62)O,CS(C)=O,567.0
CN(C(C)(C)C1=C2SC3=C1C=CC=C3)C4=C2C=C(C(C5=CC=C(S(=O)([O-])=O)C=C5S(=O)(O)=O)=C6C(O7)=CC8=[N+](C)C(C)(C)C9=C(SC%10=C9C=CC=C%10)C8=C6)C7=C4,CO,616.0
CN(C(C)(C1=CC=CC=C1)C2=C3SC4=C2C=CC=C4)C5=C3C=C(C(C6=CC=C(S(=O)(O)=O)C=C6S(=O)([O-])=O)=C7C(O8)=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(SC%12=C%11C=CC=C%12)C9=C7)C8=C5,CO,613.0
CN(C(C)(C1=CC=CC=C1)C2=C3SC4=C2C=CC=C4)C5=C3C=C(C(C6=CC=C(S(=O)(O)=O)C=C6S(=O)([O-])=O)=C7C(O8)=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(SC%12=C%11C=CC=C%12)C9=C7)C8=C5,CS(C)=O,617.0
CN(C(C)(C1=CC=CC=C1)C2=C3C4=C(C=CC=C4)N2C)C5=C3C=C(C(C6=CC=C(S(=O)(O)=O)C=C6S(=O)([O-])=O)=C7C(O8)=CC9=[N+](C)C(C)(C%10=CC=CC=C%10)C%11=C(C(C=CC=C%12)=C%12N%11C)C9=C7)C8=C5,CO,634.0
C[Si]1(C)C2=CC(N(C)C)=CC=C2C=C3C1=C/C(C=C3)=[N+](C)/C,O,634.0
C[Ge]1(C)C2=CC(N(C)C)=CC=C2C(C3=C(C)C=CC=C3)=C4C1=C/C(C=C4)=[N+](C)/C,O,635.0
C[Si]1(C)C2=CC(N(C)CCC3)=C3C=C2C(C4=C(C)C=CC=C4)=C5C1=CC6=[N+](C)CCCC6=C5,O,674.0
CC1=C(NCC)C=C(OC(C2=C3C4=C(C(OC)=O)C=CC=C4)=C/C(C(C)=C2)=[NH+]/CC)C3=C1,CCO,530.0
CCN(CC)C1=CC=C2C(OC(C3=C2C4=C(C([O-])=O)C=CC=C4)=C/C(C=C3)=[N+](CC)/CC)=C1,CCO,553.0
O=C(C(C=CC=C1)=C1C(C2=CC(CCC3)=C(N3CCC4)C4=C2O5)=C6C5=C7C8=[N+](CCC7)CCCC8=C6)[O-],CCO,574.0
CCN(CC)C1=CC=C2C([O+]=C(/C(CCC3)=C/C4=CC=CC(Cl)=C4O)C3=C2C5=C(C(O)=O)C=CC=C5)=C1,CS(C)=O,577.0
CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1,ClCCl,581.0
CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1,CCO,572.0
CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1,O,581.0
CC/[N+](CC)=C1C=CC2=C(C3=C(C(OCC)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1,ClCCl,587.0
CC/[N+](CC)=C1C=CC2=C(C3=C(C(OCC)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1,CCO,590.0
CC/[N+](CC)=C1C=CC2=C(C3=C(C(OCC)=O)C=CC=C3)C4=C(C(C=CC(N)=C5)=C5O4)OC2=C\1,O,588.0
CC/[N+](CC)=C1C=CC2=CC3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1,ClCCl,597.0
CC/[N+](CC)=C1C=CC2=CC3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1,CCO,588.0
CC/[N+](CC)=C1C=CC2=CC3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1,O,583.0
CC/[N+](CC)=C1C=CC2=C(C(F)(F)F)C3=C(C(C=CC(N)=C4)=C4O3)OC2=C\1,ClCCl,658.0
CCCN(CCC)C1=CC=C2C(OC(C(C=CC=C3)=C3C4)C4C25OC(C6=C5C=CC=C6)=O)=C1,CCO,528.5
CCCN(CCC)C1=CC=C2C(OC(C(C=C(C)C=C3)=C3C4)C4C25OC(C6=C5C=CC=C6)=O)=C1,CCO,528.0
CCCN(CCC)C1=CC=C2C(OC(C(C=C(Br)C=C3)=C3C4)C4C25OC(C6=C5C=CC=C6)=O)=C1,CCO,534.5
CCCN(CCC)C1=CC=C2C(OC(C(C=CC=C3)=C3O4)C4C25OC(C6=C5C=CC=C6)=O)=C1,CCO,540.5
O=C(C1=C2C=CC=C1)OC32C4C(C(C=CC=C5)=C5C4)OC6=CC(N(CCCC)CCCC)=CC=C63,CCO,532.5
O=C(C1=C2C=CC=C1)OC32C4C(C(C=C(C)C=C5)=C5C4)OC6=CC(N(CCCC)CCCC)=CC=C63,CCO,533.0
O=C(C1=C2C=CC=C1)OC32C4C(C(C=C(Br)C=C5)=C5C4)OC6=CC(N(CCCC)CCCC)=CC=C63,CCO,535.5
O=C(C1=C2C=CC=C1)OC32C4C(C(C=CC=C5)=C5O4)OC6=CC(N(CCCC)CCCC)=CC=C63,CCO,541.0
CN1CC2N(CCC2)C(C1=C3)=CC4=C3C(C5=C(C(O)=O)C=CC=C5)=C6C(O4)=C7C8=[N+](CCC7)CCCC8=C6,O,586.0
NC1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C3)C(O4)=CC3=[NH2+])C4=C1,O,479.0
CNC1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C(O4)=CC3=[NH+]/C)C4=C1,O,530.0
CN(C)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)=C(C=C/3)C(O4)=CC3=[N+](C)/C)C4=C1,O,548.0
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)C(C=C(C)C(NCC)=C3)=C3O4)C4=C1,O,521.0
CC/[N+](CC)=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC=C(N(CC)CC)C=C4OC2=C/1,O,554.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCC\6)[O-],O,549.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCC\6)[O-],O,553.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCC\6)[O-],O,560.0
O=C(C1=CC=CC=C1C(C2=CC=C(N3CCCCCC3)C=C2O4)=C(C=C/5)C4=CC5=[N+]6CCCCCC\6)[O-],O,560.0
O=C(C1=CC=CC=C1C2C3=CC4=C(NCCC4)C=C3OC5=C2C=C6C(NCCC6)=C5)[O-],O,538.0
O=C(C1=CC=CC=C1C2C3=CC4=C(N5CCC4)C(CCC5)=C3OC6=C2C=C7C8=C6CCCN8CCC7)[O-],O,580.0
CCN(CC)C1=CC=C(C(C2=CC=CC=C2C([O-])=O)C(C=C3C4=C5CCCN4CCC3)=C5O6)C6=C1,O,566.0
CCNC1=C(C)C=C(C(C2=CC=CC=C2C([O-])=O)C(C=C3C4=C5CCCN4CCC3)=C5O6)C6=C1,O,554.0
[NH2+]=C1C=CC2=C(C3=CC=CC=C3C([O-])=O)C4=CC5=C(N(CC)C(CCCC6)C6N5CC)C=C4OC2=C1,CCO,565.0
CCN1C2=C(N(CC)C3C1CCCC3)C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5C)C(O6)=CC5=[NH+]\CC)C6=C2,CCO,570.0
CCN1C2=C(N(CC)C3C1CCCC3)C=C(C(C4=CC=CC=C4C([O-])=O)=C(C=C/5)C(O6)=CC5=[N+](CC)\CC)C6=C2,CCO,584.0
CCN1C2=C(N(CC)C3C1CCCC3)C=C(C(C4=CC=CC=C4C([O-])=O)=C5C(O6)=C7C8=[N+](CCC7)CCCC8=C5)C6=C2,CCO,593.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,O,478.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(OC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,O,490.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(O)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,O,522.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(C)C)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,O,557.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(Cl)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,O,484.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(CCC5)=C(N5CCC6)C6=C4C(C7=CC=CC=C7C(O)=O)=C3C2,O,582.0
NC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CC)CC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,O,564.0
ClC(C=C1)=CC2=C1C3=[O+]C4=CC(N(CC)CC)=CC=C4C(C5=CC=CC=C5C(O)=O)=C3C2,CCO,540.0
